southBoundVersion,methodName,queryParams,microService,operation,backendVersion,endpoint,responseUnwrapMethod,httpMethod
V1,self,,,,,,,
V1,self,lang,,,,,,
V1,self,filter_translation_lang_ids,,,,,,
V1,self,filter_translation_lang_ids,,,,,,
V1,get_postpaid_bills,MSISDN;NumberOfRecords,PostPaidBillManagment,InvoicesList,V1,PostPaidBillManagment/V1/InvoicesList,parsed_key_result3,GET
V1,pending_invoices_details,InvoiceNo;,PostPaidBillManagment,PendingInvoiceDetails,V1,PostPaidBillManagment/V1/PendingInvoiceDetails,parsed_key_result3,GET
V1,download_bill,InvoiceNo,PostPaidBillManagment,DownloadBillInvoice,V1,PostPaidBillManagment/V1/DownloadBillInvoice,parsed_key_result3,GET
V1,pay_bill,MSISDN;amount;PaymentMethodId,PostPaidBillManagment,OfflineBillPayment,V1,PostPaidBillManagment/V1/OfflineBillPayment,parsed_key_result3,POST
V1,pay_bill_with_card,MSISDN;amount;CustomerName;skipPendingPaymentCheck;SaveCard;ALIAS;CVV,PostPaidBillManagment,OnlineBillPayment,V1,PostPaidBillManagment/V1/OnlineBillPayment,parsed_key_result3,POST
V1,pay_with_new_card_web,MSISDN;amount;ALIAS;,PostPaidBillManagment,OnlineBillPaymentForWeb,V1,PostPaidBillManagment/V1/OnlineBillPaymentForWeb,parsed_key_result3,POST
V1,pay_bill_with_apple_pay,apple_data;apple_signature;apple_transactionId;apple_ephemeralPublicKey;apple_publicKeyHash;apple_displayName;apple_network;apple_type;Apple_ApplicationData;MSISDN;amount,PostPaidBillManagment,OnlineBillPaymentApplePay,V1,PostPaidBillManagment/V1/OnlineBillPaymentApplePay,parsed_key_result3,POST
V1,pay_bill_with_apple_pay_web,apple_data;apple_signature;apple_transactionId;apple_ephemeralPublicKey;apple_publicKeyHash;apple_displayName;apple_network;apple_type;Apple_ApplicationData;MSISDN;amount,PostPaidBillManagment,OnlineBillPaymentApplePayForWeb,V1,PostPaidBillManagment/V1/OnlineBillPaymentApplePayForWeb,parsed_key_result3,POST
V1,confirm_bill_payment,orderId;status,PostPaidBillManagment,ConfirmOnlineBillPayment,V1,PostPaidBillManagment/V1/ConfirmOnlineBillPayment,parsed_key_result3,POST
V1,confirm_bill_payment_web,orderId;Statusid,PostPaidBillManagment,BillPaymentConfirmationForWeb,V1,PostPaidBillManagment/V1/BillPaymentConfirmationForWeb,parsed_key_result3,POST
V1,get_full_outstanding,MSISDN;,PostPaidBillManagment,FullOutstandingAmount,V1,PostPaidBillManagment/V1/FullOutstandingAmount,parsed_key_result3,GET
V1,get_exchange_plan_summary,MSISDN;PPLCode,PostPaidPlan,ExchangePlanSummary,V1,PostPaidPlan/V1/ExchangePlanSummary,parsed_key_result3,GET
V1,preToPostMigrationCheckEligibility,,PostPaidPlan,MigrationCheckEligibility,V1,PostPaidPlan/V1/MigrationCheckEligibility,parsed_key_results,GET
V1,get_plan_upgrade_details,currentCode;nextcode,PostPaidPlan,UpgradePlanDetails,V1,PostPaidPlan/V1/UpgradePlanDetails,parsed_key_result3,GET
V1,get_downgrade_details,MSISDN,PostPaidPlan,DowngradeDetails,V1,PostPaidPlan/V1/DowngradeDetails,parsed_key_result3,GET
V1,cancel_downgrade,MSISDN,PostPaidPlan,CancelDowngrade,V1,PostPaidPlan/V1/CancelDowngrade,parsed_key_result3,POST
V1,pay_offline_exchange_plan_payment,MSISDN;amount;AdvancedPaymentAmount;DepositAmount;PaymentMethodId;PPLCode,PostPaidPlan,OfflineExchangePlanPayment,V1,PostPaidPlan/V1/OfflineExchangePlanPayment,parsed_key_result3,POST
V1,pay_online_exchange_plan_payment,MSISDN;amount;AdvancedPaymentAmount;DepositAmount;PPLCode;CustomerName;skipPendingPaymentCheck;SaveCard;ALIAS;CVV,PostPaidPlan,OnlineExchangePlanPayment,V1,PostPaidPlan/V1/OnlineExchangePlanPayment,parsed_key_result3,POST
V1,pay_offline_exchange_plan_payment_apple_pay,apple_data;apple_signature;apple_transactionId;apple_ephemeralPublicKey;apple_publicKeyHash;apple_displayName;apple_network;apple_type;Apple_ApplicationData;MSISDN;amount;AdvancedPaymentAmount;DepositAmount;PPLCode,PostPaidPlan,OnlineExchangePlanApplePay,V1,PostPaidPlan/V1/OnlineExchangePlanApplePay,parsed_key_result3,POST
V1,confirm_online_exchange_plan_payment,orderId;status;AdvancedPaymentAmount;DepositAmount;PPLCode;MSISDN;SkipPayment,PostPaidPlan,ConfirmOnlineExchangePlanPayment,V1,PostPaidPlan/V1/ConfirmOnlineExchangePlanPayment,parsed_key_result3,POST
V1,pay_offline_migrate_pretopost_payment,MSISDN;amount;AdvancedPaymentAmount;DepositAmount;PaymentMethodId;PPLCode;AbshirOTP,PostPaidPlan,OfflineMigratePreToPostPayment,V1,PostPaidPlan/V1/OfflineMigratePreToPostPayment,parsed_key_result3,POST
V1,pay_online_migrate_pretopost_payment,MSISDN;amount;AdvancedPaymentAmount;DepositAmount;PPLCode;CustomerName;skipPendingPaymentCheck;SaveCard;ALIAS;CVV;AbshirOTP,PostPaidPlan,OnlineMigratePreToPostPayment,V1,PostPaidPlan/V1/OnlineMigratePreToPostPayment,parsed_key_result3,POST
V1,pay_offline_migrate_pretopost_payment_apple_pay,apple_data;apple_signature;apple_transactionId;apple_ephemeralPublicKey;apple_publicKeyHash;apple_displayName;apple_network;apple_type;Apple_ApplicationData;MSISDN;amount;AdvancedPaymentAmount;DepositAmount;PPLCode;AbshirOTP,PostPaidPlan,OnlineMigratePreToPostApplePay,V1,PostPaidPlan/V1/OnlineMigratePreToPostApplePay,parsed_key_result3,POST
V1,confirm_online_migrate_pretopost_payment,orderId;status;AdvancedPaymentAmount;DepositAmount;PPLCode;AbshirOTP,PostPaidPlan,ConfirmOnlineMigratePreToPostPayment,V1,PostPaidPlan/V1/ConfirmOnlineMigratePreToPostPayment,parsed_key_result3,POST
V1,upselling_plan,MSISDN;productCodes;isIncludePromotion,PreDefined,UpsellingPlan,V3,PreDefined/V3/UpsellingPlan,parsed_key_result3,GET
V1,retry_renewal,MSISDN;Promocode;SubscriptionIds,Change,RetryRenwal,v2,Change/v2/RetryRenwal,parsed_key_result3,POST
V1,get_products,,Products.svc,ProductList,V1,Products.svc/V1/ProductList,parsed_key_results,GET
V1,get_products_with_plan,productCategory,Product.svc,GetProductListWithPlan,V1,Product.svc/V1/GetProductListWithPlan,parsed_key_results,GET
V1,get_product,ProductId,Products.svc,Product,V1,Products.svc/V1/Product,parsed_key_results,GET
V1,select_and_save,,Products.svc,SelectAndSave,V1,Products.svc/V1/SelectAndSave,parsed_key_results,POST
V1,select,,Products.svc,SelectProduct,V1,Products.svc/V1/SelectProduct,parsed_key_results,POST
V1,save,productCode,CustomerProduct.svc,SaveProduct,V1,CustomerProduct.svc/V1/SaveProduct,parsed_key_results,POST
V1,get_current_product,,CustomerProduct.svc,SavedProduct,V1,CustomerProduct.svc/V1/SavedProduct,parsed_key_results,GET
V1,get_products_by_category,productAttribute,Products,ProductsByAttribute,V1,Products/V1/ProductsByAttribute,parsed_key_results,GET
V1,get_available_plans_by_product_code,productCodes;serviceTypes;includeVanityPlan;zoneIds,Available.svc,AvailablePlansByProductCode,v2,Available.svc/v2/AvailablePlansByProductCode,parsed_key_results,GET
V1,get_predefined_bundles,productCodes,PreDefined.svc,PreDefined,V1,PreDefined.svc/V1/PreDefined,parsed_key_results,GET
V1,CheckLineValidityEligibility,MSISDN,Available,CheckLineValidityEligibility,v4,Available/v4/CheckLineValidityEligibility,parsed_key_results,GET
V1,get_code,MSISDN,Promo,Code,V1,Promo/V1/Code,parsed_key_results,GET
V1,post_code,MSISDN;Code,Promo,Code,V1,Promo/V1/Code,parsed_key_results,POST
V1,check_code,MSISDN;Code,Promo,Check,V1,Promo/V1/Check,parsed_key_results,GET
V1,redeem_code,MSISDN;Code,Promo,Redeem,V1,Promo/V1/Redeem,parsed_key_results,POST
V1,get_saved_promo_details,,Promo,GetSavedPromoDetails,V1,Promo/V1/GetSavedPromoDetails,parsed_key_results,GET
V1,get_events_promo,EventName;MSISDN,Promo,AvailableEventsPromotion,V1,Promo/V1/AvailableEventsPromotion,parsed_key_result3,GET
V1,redeem_events_promo,EventName;MSISDN;Code,Promo,RedeemEventPromotion,V1,Promo/V1/RedeemEventPromotion,parsed_key_result3,POST
V1,redeem_cvm_offer,MSISDN;UID,Promo,RedeemCVMoffer,V1,Promo/V1/RedeemCVMoffer,parsed_key_result3,POST
V1,available_events,EventName;MSISDN,Promo,AvailableEvents,V1,Promo/V1/AvailableEvents,parsed_key_result3,GET
V1,Summary,,QuickTopUp,Summary,V1,QuickTopUp/V1/Summary,parsed_key_result3,GET
V1,NumberElgibility,MSISDN,QuickTopUp,NumberElgibility,V1,QuickTopUp/V1/NumberElgibility,parsed_key_result3,GET
V1,KnetOnlineOneOff,,QuickTopUp,KnetOnlineOneOff,V1,QuickTopUp/V1/KnetOnlineOneOff,parsed_key_result3,POST
V1,OnlineOneOffApplePay,apple_data;apple_signature;apple_transactionId;apple_ephemeralPublicKey;apple_publicKeyHash;apple_displayName;apple_network;apple_type;Apple_ApplicationData;,QuickTopUp,OnlineOneOffApplePay,V1,QuickTopUp/V1/OnlineOneOffApplePay,parsed_key_result3,POST
V1,OnlineOneOffConfirmation,Orderid;Statusid,QuickTopUp,OnlineOneOffConfirmation,V1,QuickTopUp/V1/OnlineOneOffConfirmation,parsed_key_result3,POST
V1,OnlineOneOff,alias,QuickTopUp,OnlineOneOff,V1,QuickTopUp/V1/OnlineOneOff,parsed_key_result3,POST
V1,DebitOnlineOneOff,,QuickTopUp,DebitOnlineOneOff,V1,QuickTopUp/V1/DebitOnlineOneOff,parsed_key_result3,POST
V1,ConfirmRechargeUsingDebitCardWeb,OrderID;Status,QuickTopUp,ConfirmRechargeUsingDebitCardWeb,V1,QuickTopUp/V1/ConfirmRechargeUsingDebitCardWeb,parsed_key_result3,POST
V1,daily_rewards_eligibility,MSISDN,Reward,DailyRewardsEligibility,V1,Reward/V1/DailyRewardsEligibility,parsed_key_result3,GET
V1,confirm_win,MSISDN;SliceId,Reward,ConfirmWIN,V1,Reward/V1/ConfirmWIN,parsed_key_result3,POST
V1,roaming_predefined,ProductCode,RoamingPlans,PreDefined,V1,RoamingPlans/V1/PreDefined,parsed_key_results,GET
V1,roaming_available,ProductCode;CountryCode,RoamingPlans,Available,V1,RoamingPlans/V1/Available,parsed_key_results,GET
V1,roaming_subscription,packCode;CountryCode,RoamingPlans,subscription,V1,RoamingPlans/V1/subscription,parsed_key_results,POST
V1,roaming_current,MSISDN,RoamingPlans,Current,V1,RoamingPlans/V1/Current,parsed_key_results,GET
V1,self,,,,,,,
V1,login,,Login.svc,Login,V1,Login.svc/V1/Login,parsed_user_data,POST
V1,login_with_number,,Login.svc,LoginByMsisdn,V1,Login.svc/V1/LoginByMsisdn,parsed_user_data,POST
V1,_login,,,,,,,
V1,login_by_device_id,,Login.svc,DeviceID,V1,Login.svc/V1/DeviceID,parsed_user_data,POST
V1,unregister,,Login.svc,UnRegister,V1,Login.svc/V1/UnRegister,parsed_user_data,GET
V1,profile,,Customer.svc,Profile,v2,Customer.svc/v2/Profile,parsed_user_data,GET
V1,email,,,,,,,
V1,check_email,,Email,Check,V1,Email/V1/Check,parsed_data_status,POST
V1,check_email_new,,Check,Email,V1,Check/V1/Email,parsed_data_status,POST
V1,check_number,,Check,MSISDN,V1,Check/V1/MSISDN,parsed_data_status,POST
V1,send_otp,,Check,SendOTP,V1,Check/V1/SendOTP,parsed_data_status,POST
V1,logout,,Login,LogOut,V1,Login/V1/LogOut,parsed_data,POST
V1,set_password,,Password,Set,V1,Password/V1/Set,parsed_data_status,POST
V1,change_password,,Password.svc,Change,V1,Password.svc/V1/Change,parsed_data,POST
V1,send_reset_password_email,,Password.svc,ResetPasswordEmail,V1,Password.svc/V1/ResetPasswordEmail,parsed_data,GET
V1,send_verification_email,,Password.svc,VerificationCode,V1,Password.svc/V1/VerificationCode,parsed_data_status,POST
V1,verify_password,,Password.svc,Verify,V1,Password.svc/V1/Verify,parsed_data,POST
V1,social_login,,Login.svc,Social,V2,Login.svc/V2/Social,parsed_user_data,POST
V1,validate_verification_code,,Password.svc,ValidateVerificationCode,V1,Password.svc/V1/ValidateVerificationCode,parsed_list_data,POST
V1,register_device,,Device,Register,V1,Device/V1/Register,parsed_key_results,POST
V1,cancel_email_request,,UpdateEmail.svc,CancelEmailRequest,V1,UpdateEmail.svc/V1/CancelEmailRequest,parsed_data,GET
V1,confirm_update_email,,UpdateEmail.svc,ConfirmUpdateEmail,V1,UpdateEmail.svc/V1/ConfirmUpdateEmail,parsed_data,GET
V1,update_email_request,,UpdateEmail.svc,Confirm,V1,UpdateEmail.svc/V1/Confirm,parsed_data,POST
V1,request_change_email,,UpdateEmail.svc,Request,V1,UpdateEmail.svc/V1/Request,parsed_data,POST
V1,email_by_token,,Login.svc,EmailByToken,V1,Login.svc/V1/EmailByToken,parsed_key_results,GET
V1,send_verification_email_for_vip,,Password.svc,VerificationCodeVVIP,V1,Password.svc/V1/VerificationCodeVVIP,parsed_data,POST
V1,register_by_number,,Registeration,RegisterByMSISDN,V1,Registeration/V1/RegisterByMSISDN,parsed_key_results,POST
V1,check_credentials,,Check,Credentials,V1,Check/V1/Credentials,parsed_key_result3,POST
V1,number_by_imsi,,Check,MSISDNByIMSI,V1,Check/V1/MSISDNByIMSI,parsed_key_result3,GET
V1,login_by_otp,,Login,LoginByMsisdnUsingOTP,V1,Login/V1/LoginByMsisdnUsingOTP,parsed_user_data,POST
V1,generate_number_email,,Registeration,GenerateEmailByMSISDN,V1,Registeration/V1/GenerateEmailByMSISDN,parsed_key_result3,GET
V1,register_and_login,,Login,RegisterAndLogin,V1,Login/V1/RegisterAndLogin,parsed_key_result3,POST
V1,activate_sim,bookingcode;SIMnumber,SIM,ActivationSIM,V1,SIM/V1/ActivationSIM,parsed_data,GET
V1,deactivate_sim,MSISDN;reason,SIM,DeactivateSIM,V1,SIM/V1/DeactivateSIM,parsed_key_results,POST
V1,is_activated,bookingcode,SIM,IsActivated,V1,SIM/V1/IsActivated,parsed_key_results,GET
V1,reactivate_account,email;msisdn,SIM,ReactivateAccount,V1,SIM/V1/ReactivateAccount,parsed_key_results,GET
V1,lost_sim_payment,MSISDN;reason;CVV,SIM,LostSimOnlinePayment,V1,SIM/V1/LostSimOnlinePayment,,GET
V1,block_unblock_sim,MSISDN;block,SimReplacment,BlockSIM,V1,SimReplacment/V1/BlockSIM,parsed_key_result3,POST
V1,replace_sim_summary,MSISDN;isIntoEsim,SimReplacment,Summary,V1,SimReplacment/V1/Summary,parsed_key_result3,GET
V1,pay_replace_sim,MSISDN;CVV;isIntoEsim;PaymentMethodId,SimReplacment,Payment,V1,SimReplacment/V1/Payment,,POST
V1,activate_replaced_sim,MSISDN,SimReplacment,Activation,V1,SimReplacment/V1/Activation,parsed_key_result3,POST
V1,request_otp,MSISDN,SimReplacment,RequestOTP,V2,SimReplacment/V2/RequestOTP,parsed_key_result3,POST
V1,self,,,,,,,
V1,self,,,,,,,
V1,self,,,,,,,
V1,storefront_categories,"""msisdn""",StoreFront,Categories,V1,StoreFront/V1/Categories,parsed_key_result3,GET
V1,storefront_home_page_cards,,StoreFront,HomePageCards,V1,StoreFront/V1/HomePageCards,parsed_key_result3,GET
V1,prepaid_plans,,StoreFront,PrepaidPlans,V1,StoreFront/V1/PrepaidPlans,parsed_key_result3,GET
V1,storefront_change_plan_cards,"""msisdn""",StoreFront,ChangePlanCards,V1,StoreFront/V1/ChangePlanCards,parsed_key_result3,GET
V1,storefront_sub_categories,"""id"";""msisdn""",StoreFront,GetSubCategoryById,V1,StoreFront/V1/GetSubCategoryById,parsed_key_result3,GET
V1,storefront_postpiad_plan_suggestion,,StoreFront,postpaidplans,V1,StoreFront/V1/postpaidplans,parsed_key_result3,GET
V1,submit_survey,email;surveyType;answer,Survey.svc,SubmitRespondentAnswer,V1,Survey.svc/V1/SubmitRespondentAnswer,parsed_key_results,GET
V1,payment_alternatives,,,,,,,
V1,terminate_account,,Termination.svc,Terminate,V1,Termination.svc/V1/Terminate,parsed_key_results,GET
V1,terminate_reason,email;reason,Termination.svc,Reason,V1,Termination.svc/V1/Reason,parsed_key_results,POST
V1,schedule_account_termination,,Termination.svc,Schedule,V1,Termination.svc/V1/Schedule,parsed_key_results,POST
V1,cancel,,Termination.svc,Cancel,V1,Termination.svc/V1/Cancel,parsed_key_results,POST
V1,reactivate_account,email,Activation.svc,ReactivateAccount,V1,Activation.svc/V1/ReactivateAccount,parsed_key_results,GET
V1,ocr_data,IDNumber;IDType;LastName;FirstName;SecondName;ThirdName;DateOfBirth;ExpiryDate;Gender;NationalityID;NationalityName;PACINumber;ContactNumber,UserIdentity,OCRData,V1,UserIdentity/V1/OCRData,parsed_key_result3,POST
V1,ocr_image,,UserIdentity,OCRImages,V1,UserIdentity/V1/OCRImages,parsed_key_result3,POST
V1,ocr_signature,,UserIdentity,Signature,V1,UserIdentity/V1/Signature,parsed_key_result3,POST
V1,check_eligability,,UserIdentity,CheckEligiiblityStatus,V1,UserIdentity/V1/CheckEligiiblityStatus,parsed_key_result3,GET
V1,getGovernoratesAreas,,UserIdentity,GetGovernoratesAreas,V1,UserIdentity/V1/GetGovernoratesAreas,parsed_key_result3,GET
V1,submitAddress,GovernorateID;AreaID;Area;Block;Street;Building;Floor;Direction,UserIdentity,SubmitAddress,V1,UserIdentity/V1/SubmitAddress,parsed_key_result3,POST
V1,ocr_customer_image,ImageType,UserIdentity,UploadCustomerImage,V1,UserIdentity/V1/UploadCustomerImage,parsed_key_result3,POST
V1,call,,VideoVerification.svc,GetVideoVerificationQueueID,V1,VideoVerification.svc/V1/GetVideoVerificationQueueID,parsed_key_results,GET
V1,get_plans_and_pricing_table,,WebSiteAPIs.svc,GetPlansAndPricingTable,V1,WebSiteAPIs.svc/V1/GetPlansAndPricingTable,parsed_key_results,GET
V1,send_direct_link,phoneNumber,,,,,parsed_key_results,GET
V10,change,MSISDN;newID;PromotionCodes,Change.svc,Plan,V3,Change.svc/V3/Plan,parsed_key_results,POST
V10,post_saved_plans,selectedSubscriptionTypeIDs;PromotionCodes;productCode,Plans.svc,SaveSelected,V4,Plans.svc/V4/SaveSelected,parsed_key_results,POST
V10,is_upgrade_plan,DistinationPlanIds;MSISDN;ProductCode,Change,IsUpgradePlan,V3,Change/V3/IsUpgradePlan,parsed_key_results,GET
V10,plan_upgrade_cost,DistinationPlanIds;MSISDN;ProductCode,Change,PlanUpgradeCost,V3,Change/V3/PlanUpgradeCost,parsed_key_results,GET
V10,upgrade,DistinationPlanIds;MSISDN;PromotionCodes;productCode,Change,UpgradePlan,V3,Change/V3/UpgradePlan,parsed_key_results,POST
V11,check_eligibility,,CheckEligibility,CheckEligibility,v2,CheckEligibility/v2/CheckEligibility,parsed_key_results,POST
V11,get_marital_statuses_and_genders,,CheckEligibility,MaritalStatusesAndGenders,v2,CheckEligibility/v2/MaritalStatusesAndGenders,parsed_key_results,GET
V11,get_sim_delivery_option,,CheckEligibility,SimDeliveryOptionsbyID,V2,CheckEligibility/V2/SimDeliveryOptionsbyID,parsed_key_results,GET
V11,save_selected_plan,selectedSubscriptionTypeIDs;PromotionCodes;ProductCode;Is5G,Family,SaveSelectedPlan,V3,Family/V3/SaveSelectedPlan,parsed_key_results2,POST
V11,offers_list,MSISDN;Is5G,FamilyOffers,List,V1,FamilyOffers/V1/List,parsed_key_result3,GET
V11,submit_customer_contact,Name;ContactNumber;OTP,Activation,SubmitCustomerContact,V3,Activation/V3/SubmitCustomerContact,parsed_key_results,POST
V11,list,MSISDN;Is5G,Offers,List,V1,Offers/V1/List,parsed_key_result3,GET
V11,post_saved_plans,selectedSubscriptionTypeIDs;PromotionCodes;productCode;Is5G,Plans.svc,SaveSelected,V5,Plans.svc/V5/SaveSelected,parsed_key_results,POST
V11,clear_plans,,Plans.svc,ClearSelectionPlan,V5,Plans.svc/V5/ClearSelectionPlan,parsed_key_results,POST
V11,register_device,Token,Device,Register,V3,Device/V3/Register,parsed_key_result3,POST
V11,block_unblock_sim,MSISDN;block;OTP,SimReplacment,BlockSIM,V2,SimReplacment/V2/BlockSIM,parsed_key_result3,POST
V12,offers_list,MSISDN;productCodes,FamilyOffers,List,V2,FamilyOffers/V2/List,parsed_key_result3,GET
V12,all_countries_rate,isoCodes,International,CountriesRates,V4,International/V4/CountriesRates,,GET
V12,countries_for_zero_rates,isoCodes,International,CountriesForZeroRates,V4,International/V4/CountriesForZeroRates,,GET
V12,check_submit,CivilID;IsUpdate,PACI,CheckAndSubmitPACI,V1,PACI/V1/CheckAndSubmitPACI,parsed_key_result3,GET
V12,ocr_data,IDNumber;IDType;LastName;FirstName;SecondName;ThirdName;DateOfBirth;ExpiryDate;Gender;NationalityID;NationalityName;PACINumber;ContactNumber;IsUpdate,UserIdentity,OCRData,V1,UserIdentity/V1/OCRData,parsed_key_result3,POST
V13,is_eligible_for_postpaid,MSISDN;PPLCode;FirstName;LastName;DateOfBirth;MaritalStatus;Gender;Residence;Nationality;PhoneNumber,FamilyCheckEligibility,IsEligibleForPostpaid,V1,FamilyCheckEligibility/V1/IsEligibleForPostpaid,parsed_key_result3,POST
V13,get_cart,UIProcess;deliveryMethod,FamilyCart,Summary,V4,FamilyCart/V4/Summary,parsed_key_result3,GET
V13,list,MSISDN;productCodes,Offers,List,v2,Offers/v2/List,parsed_key_result3,GET
V13,available_current_plans,MSISDN;IncludeExpiredPromo;isIncludePromotion,Available,Current,V5,Available/V5/Current,parsed_key_result3,GET
V13,summary,deliveryMethod;isIncludePromotion,plans,confirmation,v6,plans/v6/confirmation,parsed_key_results,GET
V13,out_of_bundle_plans,MSISDN;IncludeExpiredPromo;isIncludePromotion,Available,OutOfBundlePlan,V5,Available/V5/OutOfBundlePlan,parsed_key_result3,GET
V14,get_token,Category,activation,token,v3,activation/v3/token,parsed_key_results,GET
V14,post_token,Token;CreationDate;Category,activation,token,v3,activation/v3/token,parsed_key_results,POST
V14,request_absher,Category,Activation,RequestAbsher,V3,Activation/V3/RequestAbsher,parsed_key_results,POST
V14,check_absher_status,Category,Activation,AbsherCheckStatus,V3,Activation/V3/AbsherCheckStatus,parsed_key_results,POST
V14,manual_retry_activation,,activation,ManualRetryActivation,v3,activation/v3/ManualRetryActivation,parsed_data,POST
V14,confirm,MSISDN;OTP;ReasonId;IBAN;ContactNumber;PrimaryNumber,Deactivation,Confirm,v2,Deactivation/v2/Confirm,parsed_key_result3,POST
V15,confirm_commit_reservation,,CreditCard,ConfirmRegistrationPayFort,v2,CreditCard/v2/ConfirmRegistrationPayFort,parsed_data,POST
V15,pay_onboarding_with_top_up,ALIAS;CustomerName;CVV;SaveCard;AutoTopup,CreditCard,PayOnboarding,v2,CreditCard/v2/PayOnboarding,parsed_key_result3,POST
V15,register_and_pay_apple,apple_data;apple_signature;apple_transactionId;apple_ephemeralPublicKey;apple_publicKeyHash;apple_displayName;apple_network;apple_type;Apple_ApplicationData;paymentOperation,CreditCard,RegisterAndPayApple,v2,CreditCard/v2/RegisterAndPayApple,parsed_data,POST
V15,retry_confirm_registration_payfort,,CreditCard,RetryConfirmRegistrationPayFort,v2,CreditCard/v2/RetryConfirmRegistrationPayFort,parsed_data,POST
V15,cancel_onboarding,,CreditCard,CancelOnboarding,v1,CreditCard/v1/CancelOnboarding,parsed_data,POST
V2,modules,IncludeCustomerData,Activation,Modules,V2,Activation/V2/Modules,parsed_key_results,GET
V2,send_activation_otp,MSISDN,Activation,SendActivationOTP,V3,Activation/V3/SendActivationOTP,parsed_key_results,POST
V2,available,MSISDN,Ads,Available,V2,Ads/V2/Available,parsed_key_result3,GET
V2,consume,MSISDN;UID,Ads,Consume,V2,Ads/V2/Consume,parsed_key_result3,POST
V2,get_auto_topup,MSISDN,AutoRechargeDetails,AutoRechargeDetails,V2,AutoRechargeDetails/V2/AutoRechargeDetails,parsed_key_result3,GET
V2,set_auto_recharge,Amount;MSISDN;AutoRechargeStatus;TopUpPlanAmount;PaymentMethodId;minimumRechargeBalance,AutoRechargeDetails.svc,AutoRechargeDetails,V2,AutoRechargeDetails.svc/V2/AutoRechargeDetails,parsed_key_result3,POST
V2,one_off_with_cvv,MSISDN;CVV;amount;PaymentMethodId,AccountBalance,RechargeOnlinePayment,V2,AccountBalance/V2/RechargeOnlinePayment,,POST
V2,one_off,MSISDN;amount;PaymentMethodId,AccountBalance,Recharge,V2,AccountBalance/V2/Recharge,parsed_key_result3,POST
V2,schedule_recharge,MSISDN;amount;PaymentMethodId,AutoRechargeDetails,ScheduleRecharge,V2,AutoRechargeDetails/V2/ScheduleRecharge,parsed_key_result3,POST
V2,available_denominations,MSISDN,AutoRechargeDetails,AvailableTopupDenominations,V3,AutoRechargeDetails/V3/AvailableTopupDenominations,parsed_key_result3,GET
